split,season,format,slot,seed,arm,realistic_points,points_above_adp
planner_selection,2020,half_ppr,6,1,legal_adp,1668.28,0.0
planner_selection,2020,half_ppr,6,1,point_in_time_planner,1620.46,-47.82
planner_selection,2020,half_ppr,6,1,hindsight_marginal_oracle,2182.16,513.88
planner_selection,2020,half_ppr,6,2,legal_adp,1386.36,0.0
planner_selection,2020,half_ppr,6,2,point_in_time_planner,1372.12,-14.24
planner_selection,2020,half_ppr,6,2,hindsight_marginal_oracle,2072.46,686.1
planner_selection,2020,half_ppr,6,3,legal_adp,1367.24,0.0
planner_selection,2020,half_ppr,6,3,point_in_time_planner,1367.24,0.0
planner_selection,2020,half_ppr,6,3,hindsight_marginal_oracle,2127.36,760.12
planner_selection,2020,half_ppr,6,4,legal_adp,1304.72,0.0
planner_selection,2020,half_ppr,6,4,point_in_time_planner,1304.72,0.0
planner_selection,2020,half_ppr,6,4,hindsight_marginal_oracle,2125.66,820.94
planner_selection,2020,half_ppr,12,0,legal_adp,1545.18,0.0
planner_selection,2020,half_ppr,12,0,point_in_time_planner,1545.18,0.0
planner_selection,2020,half_ppr,12,0,hindsight_marginal_oracle,2182.16,636.98
planner_selection,2020,half_ppr,12,1,legal_adp,1635.94,0.0
planner_selection,2020,half_ppr,12,1,point_in_time_planner,1635.94,0.0
planner_selection,2020,half_ppr,12,1,hindsight_marginal_oracle,2182.16,546.22
planner_selection,2020,half_ppr,12,2,legal_adp,1308.74,0.0
planner_selection,2020,half_ppr,12,2,point_in_time_planner,1304.06,-4.68
planner_selection,2020,half_ppr,12,2,hindsight_marginal_oracle,2182.16,873.42
planner_selection,2020,half_ppr,12,3,legal_adp,1561.16,0.0
planner_selection,2020,half_ppr,12,3,point_in_time_planner,1561.16,0.0
planner_selection,2020,half_ppr,12,3,hindsight_marginal_oracle,2197.66,636.5
planner_selection,2020,half_ppr,12,4,legal_adp,1375.56,0.0
planner_selection,2020,half_ppr,12,4,point_in_time_planner,1375.56,0.0
planner_selection,2020,half_ppr,12,4,hindsight_marginal_oracle,2197.06,821.5
planner_validation,2021,standard,1,0,legal_adp,1063.88,0.0
planner_validation,2021,standard,1,0,point_in_time_planner,1123.38,59.5
planner_validation,2021,standard,1,0,hindsight_marginal_oracle,1892.92,829.04
planner_validation,2021,standard,1,1,legal_adp,1067.6,0.0
planner_validation,2021,standard,1,1,point_in_time_planner,1104.6,37.0
planner_validation,2021,standard,1,1,hindsight_marginal_oracle,1903.62,836.02
planner_validation,2021,standard,1,2,legal_adp,1092.58,0.0
planner_validation,2021,standard,1,2,point_in_time_planner,1199.2,106.62
planner_validation,2021,standard,1,2,hindsight_marginal_oracle,1900.32,807.74
planner_validation,2021,standard,1,3,legal_adp,1274.82,0.0
planner_validation,2021,standard,1,3,point_in_time_planner,1268.22,-6.6
planner_validation,2021,standard,1,3,hindsight_marginal_oracle,1900.32,625.5
planner_validation,2021,standard,1,4,legal_adp,1058.2,0.0
planner_validation,2021,standard,1,4,point_in_time_planner,1169.7,111.5
planner_validation,2021,standard,1,4,hindsight_marginal_oracle,1900.32,842.12
planner_validation,2021,standard,6,0,legal_adp,1329.5,0.0
planner_validation,2021,standard,6,0,point_in_time_planner,1329.5,0.0
planner_validation,2021,standard,6,0,hindsight_marginal_oracle,1892.92,563.42
planner_validation,2021,standard,6,1,legal_adp,1306.34,0.0
planner_validation,2021,standard,6,1,point_in_time_planner,1306.34,0.0
planner_validation,2021,standard,6,1,hindsight_marginal_oracle,1892.92,586.58
planner_validation,2021,standard,6,2,legal_adp,1294.64,0.0
planner_validation,2021,standard,6,2,point_in_time_planner,1244.14,-50.5
planner_validation,2021,standard,6,2,hindsight_marginal_oracle,1893.52,598.88
planner_validation,2021,standard,6,3,legal_adp,1503.88,0.0
planner_validation,2021,standard,6,3,point_in_time_planner,1503.88,0.0
planner_validation,2021,standard,6,3,hindsight_marginal_oracle,1900.32,396.44
planner_validation,2021,standard,6,4,legal_adp,1489.66,0.0
planner_validation,2021,standard,6,4,point_in_time_planner,1489.66,0.0
planner_validation,2021,standard,6,4,hindsight_marginal_oracle,1900.32,410.66
planner_validation,2021,standard,12,0,legal_adp,1022.92,0.0
planner_validation,2021,standard,12,0,point_in_time_planner,1022.92,0.0
planner_validation,2021,standard,12,0,hindsight_marginal_oracle,1900.92,878.0
planner_validation,2021,standard,12,1,legal_adp,1149.06,0.0
planner_validation,2021,standard,12,1,point_in_time_planner,1149.06,0.0
planner_validation,2021,standard,12,1,hindsight_marginal_oracle,1874.94,725.88
planner_validation,2021,standard,12,2,legal_adp,1310.68,0.0
planner_validation,2021,standard,12,2,point_in_time_planner,1310.68,0.0
planner_validation,2021,standard,12,2,hindsight_marginal_oracle,2072.22,761.54
planner_validation,2021,standard,12,3,legal_adp,1455.62,0.0
planner_validation,2021,standard,12,3,point_in_time_planner,1455.62,0.0
planner_validation,2021,standard,12,3,hindsight_marginal_oracle,1900.92,445.3
planner_validation,2021,standard,12,4,legal_adp,1243.96,0.0
planner_validation,2021,standard,12,4,point_in_time_planner,1243.96,0.0
planner_validation,2021,standard,12,4,hindsight_marginal_oracle,1900.32,656.36
planner_validation,2021,ppr,1,0,legal_adp,1610.36,0.0
planner_validation,2021,ppr,1,0,point_in_time_planner,1513.28,-97.08
planner_validation,2021,ppr,1,0,hindsight_marginal_oracle,2590.42,980.06
planner_validation,2021,ppr,1,1,legal_adp,1881.96,0.0
planner_validation,2021,ppr,1,1,point_in_time_planner,1739.26,-142.7
planner_validation,2021,ppr,1,1,hindsight_marginal_oracle,2513.22,631.26
planner_validation,2021,ppr,1,2,legal_adp,1634.14,0.0
planner_validation,2021,ppr,1,2,point_in_time_planner,1630.34,-3.8
planner_validation,2021,ppr,1,2,hindsight_marginal_oracle,2632.52,998.38
planner_validation,2021,ppr,1,3,legal_adp,1335.7,0.0
planner_validation,2021,ppr,1,3,point_in_time_planner,1315.3,-20.4
planner_validation,2021,ppr,1,3,hindsight_marginal_oracle,2632.52,1296.82
planner_validation,2021,ppr,1,4,legal_adp,1941.36,0.0
planner_validation,2021,ppr,1,4,point_in_time_planner,1763.36,-178.0
planner_validation,2021,ppr,1,4,hindsight_marginal_oracle,2632.52,691.16
planner_validation,2021,ppr,6,0,legal_adp,1652.26,0.0
planner_validation,2021,ppr,6,0,point_in_time_planner,1652.26,0.0
planner_validation,2021,ppr,6,0,hindsight_marginal_oracle,2632.52,980.26
planner_validation,2021,ppr,6,1,legal_adp,1707.66,0.0
planner_validation,2021,ppr,6,1,point_in_time_planner,1843.74,136.08
planner_validation,2021,ppr,6,1,hindsight_marginal_oracle,2632.52,924.86
planner_validation,2021,ppr,6,2,legal_adp,1539.26,0.0
planner_validation,2021,ppr,6,2,point_in_time_planner,1539.26,0.0
planner_validation,2021,ppr,6,2,hindsight_marginal_oracle,2632.52,1093.26
planner_validation,2021,ppr,6,3,legal_adp,1777.16,0.0
planner_validation,2021,ppr,6,3,point_in_time_planner,1777.16,0.0
planner_validation,2021,ppr,6,3,hindsight_marginal_oracle,2632.52,855.36
planner_validation,2021,ppr,6,4,legal_adp,1601.46,0.0
planner_validation,2021,ppr,6,4,point_in_time_planner,1563.14,-38.32
planner_validation,2021,ppr,6,4,hindsight_marginal_oracle,2513.22,911.76
planner_validation,2021,ppr,12,0,legal_adp,1929.72,0.0
planner_validation,2021,ppr,12,0,point_in_time_planner,1900.22,-29.5
planner_validation,2021,ppr,12,0,hindsight_marginal_oracle,2513.22,583.5
planner_validation,2021,ppr,12,1,legal_adp,1801.34,0.0
planner_validation,2021,ppr,12,1,point_in_time_planner,1801.34,0.0
planner_validation,2021,ppr,12,1,hindsight_marginal_oracle,2513.22,711.88
planner_validation,2021,ppr,12,2,legal_adp,1892.1,0.0
planner_validation,2021,ppr,12,2,point_in_time_planner,1892.1,0.0
planner_validation,2021,ppr,12,2,hindsight_marginal_oracle,2513.22,621.12
planner_validation,2021,ppr,12,3,legal_adp,2175.7,0.0
planner_validation,2021,ppr,12,3,point_in_time_planner,2215.7,40.0
planner_validation,2021,ppr,12,3,hindsight_marginal_oracle,2513.22,337.52
planner_validation,2021,ppr,12,4,legal_adp,1815.94,0.0
planner_validation,2021,ppr,12,4,point_in_time_planner,1966.64,150.7
planner_validation,2021,ppr,12,4,hindsight_marginal_oracle,2513.22,697.28
planner_validation,2021,half_ppr,1,0,legal_adp,1577.36,0.0
planner_validation,2021,half_ppr,1,0,point_in_time_planner,1617.08,39.72
planner_validation,2021,half_ppr,1,0,hindsight_marginal_oracle,2298.52,721.16
planner_validation,2021,half_ppr,1,1,legal_adp,1094.54,0.0
planner_validation,2021,half_ppr,1,1,point_in_time_planner,1101.16,6.62
planner_validation,2021,half_ppr,1,1,hindsight_marginal_oracle,2298.52,1203.98
planner_validation,2021,half_ppr,1,2,legal_adp,1614.1,0.0
planner_validation,2021,half_ppr,1,2,point_in_time_planner,1614.1,0.0
planner_validation,2021,half_ppr,1,2,hindsight_marginal_oracle,2195.22,581.12
planner_validation,2021,half_ppr,1,3,legal_adp,1406.22,0.0
planner_validation,2021,half_ppr,1,3,point_in_time_planner,1487.02,80.8
planner_validation,2021,half_ppr,1,3,hindsight_marginal_oracle,2298.52,892.3
planner_validation,2021,half_ppr,1,4,legal_adp,1877.14,0.0
planner_validation,2021,half_ppr,1,4,point_in_time_planner,1889.84,12.7
planner_validation,2021,half_ppr,1,4,hindsight_marginal_oracle,2298.52,421.38
planner_validation,2021,half_ppr,6,0,legal_adp,1556.1,0.0
planner_validation,2021,half_ppr,6,0,point_in_time_planner,1556.1,0.0
planner_validation,2021,half_ppr,6,0,hindsight_marginal_oracle,2298.52,742.42
planner_validation,2021,half_ppr,6,1,legal_adp,1559.98,0.0
planner_validation,2021,half_ppr,6,1,point_in_time_planner,1540.18,-19.8
planner_validation,2021,half_ppr,6,1,hindsight_marginal_oracle,2298.52,738.54
planner_validation,2021,half_ppr,6,2,legal_adp,1752.4,0.0
planner_validation,2021,half_ppr,6,2,point_in_time_planner,1742.6,-9.8
planner_validation,2021,half_ppr,6,2,hindsight_marginal_oracle,2200.42,448.02
planner_validation,2021,half_ppr,6,3,legal_adp,1906.24,0.0
planner_validation,2021,half_ppr,6,3,point_in_time_planner,1906.24,0.0
planner_validation,2021,half_ppr,6,3,hindsight_marginal_oracle,2298.52,392.28
planner_validation,2021,half_ppr,6,4,legal_adp,1375.46,0.0
planner_validation,2021,half_ppr,6,4,point_in_time_planner,1375.46,0.0
planner_validation,2021,half_ppr,6,4,hindsight_marginal_oracle,2298.52,923.06
planner_validation,2021,half_ppr,12,0,legal_adp,1484.62,0.0
planner_validation,2021,half_ppr,12,0,point_in_time_planner,1484.62,0.0
planner_validation,2021,half_ppr,12,0,hindsight_marginal_oracle,2195.22,710.6
planner_validation,2021,half_ppr,12,1,legal_adp,1712.72,0.0
planner_validation,2021,half_ppr,12,1,point_in_time_planner,1712.72,0.0
planner_validation,2021,half_ppr,12,1,hindsight_marginal_oracle,2298.52,585.8
planner_validation,2021,half_ppr,12,2,legal_adp,1691.02,0.0
planner_validation,2021,half_ppr,12,2,point_in_time_planner,1691.02,0.0
planner_validation,2021,half_ppr,12,2,hindsight_marginal_oracle,2195.22,504.2
planner_validation,2021,half_ppr,12,3,legal_adp,1614.12,0.0
planner_validation,2021,half_ppr,12,3,point_in_time_planner,1603.72,-10.4
planner_validation,2021,half_ppr,12,3,hindsight_marginal_oracle,2195.22,581.1
planner_validation,2021,half_ppr,12,4,legal_adp,1701.96,0.0
planner_validation,2021,half_ppr,12,4,point_in_time_planner,1701.96,0.0
planner_validation,2021,half_ppr,12,4,hindsight_marginal_oracle,2195.22,493.26
planner_validation,2022,standard,1,0,legal_adp,1124.58,0.0
planner_validation,2022,standard,1,0,point_in_time_planner,1048.58,-76.0
planner_validation,2022,standard,1,0,hindsight_marginal_oracle,1836.22,711.64
planner_validation,2022,standard,1,1,legal_adp,1477.42,0.0
planner_validation,2022,standard,1,1,point_in_time_planner,1233.96,-243.46
planner_validation,2022,standard,1,1,hindsight_marginal_oracle,1816.04,338.62
planner_validation,2022,standard,1,2,legal_adp,1401.32,0.0
planner_validation,2022,standard,1,2,point_in_time_planner,1230.36,-170.96
planner_validation,2022,standard,1,2,hindsight_marginal_oracle,1842.42,441.1
planner_validation,2022,standard,1,3,legal_adp,1258.78,0.0
planner_validation,2022,standard,1,3,point_in_time_planner,1108.52,-150.26
planner_validation,2022,standard,1,3,hindsight_marginal_oracle,1824.02,565.24
planner_validation,2022,standard,1,4,legal_adp,1402.74,0.0
planner_validation,2022,standard,1,4,point_in_time_planner,1368.48,-34.26
planner_validation,2022,standard,1,4,hindsight_marginal_oracle,1834.32,431.58
planner_validation,2022,standard,6,0,legal_adp,1379.5,0.0
planner_validation,2022,standard,6,0,point_in_time_planner,1181.18,-198.32
planner_validation,2022,standard,6,0,hindsight_marginal_oracle,1816.82,437.32
planner_validation,2022,standard,6,1,legal_adp,1313.64,0.0
planner_validation,2022,standard,6,1,point_in_time_planner,1207.38,-106.26
planner_validation,2022,standard,6,1,hindsight_marginal_oracle,1811.32,497.68
planner_validation,2022,standard,6,2,legal_adp,1154.78,0.0
planner_validation,2022,standard,6,2,point_in_time_planner,1195.54,40.76
planner_validation,2022,standard,6,2,hindsight_marginal_oracle,1806.32,651.54
planner_validation,2022,standard,6,3,legal_adp,1200.28,0.0
planner_validation,2022,standard,6,3,point_in_time_planner,1248.28,48.0
planner_validation,2022,standard,6,3,hindsight_marginal_oracle,1816.82,616.54
planner_validation,2022,standard,6,4,legal_adp,1276.7,0.0
planner_validation,2022,standard,6,4,point_in_time_planner,1282.4,5.7
planner_validation,2022,standard,6,4,hindsight_marginal_oracle,1816.82,540.12
planner_validation,2022,standard,12,0,legal_adp,1084.78,0.0
planner_validation,2022,standard,12,0,point_in_time_planner,1079.72,-5.06
planner_validation,2022,standard,12,0,hindsight_marginal_oracle,1806.32,721.54
planner_validation,2022,standard,12,1,legal_adp,1142.18,0.0
planner_validation,2022,standard,12,1,point_in_time_planner,1126.84,-15.34
planner_validation,2022,standard,12,1,hindsight_marginal_oracle,1795.32,653.14
planner_validation,2022,standard,12,2,legal_adp,1117.48,0.0
planner_validation,2022,standard,12,2,point_in_time_planner,1350.48,233.0
planner_validation,2022,standard,12,2,hindsight_marginal_oracle,1793.52,676.04
planner_validation,2022,standard,12,3,legal_adp,1077.18,0.0
planner_validation,2022,standard,12,3,point_in_time_planner,1379.04,301.86
planner_validation,2022,standard,12,3,hindsight_marginal_oracle,1809.52,732.34
planner_validation,2022,standard,12,4,legal_adp,1047.48,0.0
planner_validation,2022,standard,12,4,point_in_time_planner,1000.72,-46.76
planner_validation,2022,standard,12,4,hindsight_marginal_oracle,1804.02,756.54
planner_validation,2022,ppr,1,0,legal_adp,1564.24,0.0
planner_validation,2022,ppr,1,0,point_in_time_planner,1393.82,-170.42
planner_validation,2022,ppr,1,0,hindsight_marginal_oracle,2413.52,849.28
planner_validation,2022,ppr,1,1,legal_adp,1709.82,0.0
planner_validation,2022,ppr,1,1,point_in_time_planner,1537.62,-172.2
planner_validation,2022,ppr,1,1,hindsight_marginal_oracle,2494.72,784.9
planner_validation,2022,ppr,1,2,legal_adp,1597.42,0.0
planner_validation,2022,ppr,1,2,point_in_time_planner,1677.22,79.8
planner_validation,2022,ppr,1,2,hindsight_marginal_oracle,2438.72,841.3
planner_validation,2022,ppr,1,3,legal_adp,1766.32,0.0
planner_validation,2022,ppr,1,3,point_in_time_planner,1766.32,0.0
planner_validation,2022,ppr,1,3,hindsight_marginal_oracle,2479.52,713.2
planner_validation,2022,ppr,1,4,legal_adp,1433.06,0.0
planner_validation,2022,ppr,1,4,point_in_time_planner,1327.64,-105.42
planner_validation,2022,ppr,1,4,hindsight_marginal_oracle,2424.92,991.86
planner_validation,2022,ppr,6,0,legal_adp,1669.42,0.0
planner_validation,2022,ppr,6,0,point_in_time_planner,1669.42,0.0
planner_validation,2022,ppr,6,0,hindsight_marginal_oracle,2484.72,815.3
planner_validation,2022,ppr,6,1,legal_adp,1831.14,0.0
planner_validation,2022,ppr,6,1,point_in_time_planner,1998.04,166.9
planner_validation,2022,ppr,6,1,hindsight_marginal_oracle,2494.72,663.58
planner_validation,2022,ppr,6,2,legal_adp,2078.34,0.0
planner_validation,2022,ppr,6,2,point_in_time_planner,2078.34,0.0
planner_validation,2022,ppr,6,2,hindsight_marginal_oracle,2484.72,406.38
planner_validation,2022,ppr,6,3,legal_adp,1667.18,0.0
planner_validation,2022,ppr,6,3,point_in_time_planner,1749.6,82.42
planner_validation,2022,ppr,6,3,hindsight_marginal_oracle,2484.72,817.54
planner_validation,2022,ppr,6,4,legal_adp,1781.28,0.0
planner_validation,2022,ppr,6,4,point_in_time_planner,1779.32,-1.96
planner_validation,2022,ppr,6,4,hindsight_marginal_oracle,2484.72,703.44
planner_validation,2022,ppr,12,0,legal_adp,1572.84,0.0
planner_validation,2022,ppr,12,0,point_in_time_planner,1557.04,-15.8
planner_validation,2022,ppr,12,0,hindsight_marginal_oracle,2484.72,911.88
planner_validation,2022,ppr,12,1,legal_adp,1711.38,0.0
planner_validation,2022,ppr,12,1,point_in_time_planner,1787.58,76.2
planner_validation,2022,ppr,12,1,hindsight_marginal_oracle,2396.32,684.94
planner_validation,2022,ppr,12,2,legal_adp,1787.38,0.0
planner_validation,2022,ppr,12,2,point_in_time_planner,1877.08,89.7
planner_validation,2022,ppr,12,2,hindsight_marginal_oracle,2401.52,614.14
planner_validation,2022,ppr,12,3,legal_adp,1456.22,0.0
planner_validation,2022,ppr,12,3,point_in_time_planner,1350.94,-105.28
planner_validation,2022,ppr,12,3,hindsight_marginal_oracle,2418.12,961.9
planner_validation,2022,ppr,12,4,legal_adp,1675.4,0.0
planner_validation,2022,ppr,12,4,point_in_time_planner,1706.18,30.78
planner_validation,2022,ppr,12,4,hindsight_marginal_oracle,2484.72,809.32
planner_validation,2022,half_ppr,1,0,legal_adp,1162.34,0.0
planner_validation,2022,half_ppr,1,0,point_in_time_planner,1162.34,0.0
planner_validation,2022,half_ppr,1,0,hindsight_marginal_oracle,2113.62,951.28
planner_validation,2022,half_ppr,1,1,legal_adp,1395.78,0.0
planner_validation,2022,half_ppr,1,1,point_in_time_planner,1395.78,0.0
planner_validation,2022,half_ppr,1,1,hindsight_marginal_oracle,2113.62,717.84
planner_validation,2022,half_ppr,1,2,legal_adp,1384.46,0.0
planner_validation,2022,half_ppr,1,2,point_in_time_planner,1384.46,0.0
planner_validation,2022,half_ppr,1,2,hindsight_marginal_oracle,2113.62,729.16
planner_validation,2022,half_ppr,1,3,legal_adp,1565.18,0.0
planner_validation,2022,half_ppr,1,3,point_in_time_planner,1565.18,0.0
planner_validation,2022,half_ppr,1,3,hindsight_marginal_oracle,2090.72,525.54
planner_validation,2022,half_ppr,1,4,legal_adp,1280.5,0.0
planner_validation,2022,half_ppr,1,4,point_in_time_planner,1280.5,0.0
planner_validation,2022,half_ppr,1,4,hindsight_marginal_oracle,2154.02,873.52
planner_validation,2022,half_ppr,6,0,legal_adp,1819.78,0.0
planner_validation,2022,half_ppr,6,0,point_in_time_planner,1819.78,0.0
planner_validation,2022,half_ppr,6,0,hindsight_marginal_oracle,2071.22,251.44
planner_validation,2022,half_ppr,6,1,legal_adp,1413.46,0.0
planner_validation,2022,half_ppr,6,1,point_in_time_planner,1666.28,252.82
planner_validation,2022,half_ppr,6,1,hindsight_marginal_oracle,2071.22,657.76
planner_validation,2022,half_ppr,6,2,legal_adp,1701.38,0.0
planner_validation,2022,half_ppr,6,2,point_in_time_planner,1701.38,0.0
planner_validation,2022,half_ppr,6,2,hindsight_marginal_oracle,2105.52,404.14
planner_validation,2022,half_ppr,6,3,legal_adp,985.96,0.0
planner_validation,2022,half_ppr,6,3,point_in_time_planner,1156.78,170.82
planner_validation,2022,half_ppr,6,3,hindsight_marginal_oracle,2015.12,1029.16
planner_validation,2022,half_ppr,6,4,legal_adp,1633.98,0.0
planner_validation,2022,half_ppr,6,4,point_in_time_planner,1633.98,0.0
planner_validation,2022,half_ppr,6,4,hindsight_marginal_oracle,2059.82,425.84
planner_validation,2022,half_ppr,12,0,legal_adp,1762.38,0.0
planner_validation,2022,half_ppr,12,0,point_in_time_planner,1745.38,-17.0
planner_validation,2022,half_ppr,12,0,hindsight_marginal_oracle,2041.02,278.64
planner_validation,2022,half_ppr,12,1,legal_adp,1363.22,0.0
planner_validation,2022,half_ppr,12,1,point_in_time_planner,1363.22,0.0
planner_validation,2022,half_ppr,12,1,hindsight_marginal_oracle,2049.12,685.9
planner_validation,2022,half_ppr,12,2,legal_adp,1524.24,0.0
planner_validation,2022,half_ppr,12,2,point_in_time_planner,1640.44,116.2
planner_validation,2022,half_ppr,12,2,hindsight_marginal_oracle,2033.42,509.18
planner_validation,2022,half_ppr,12,3,legal_adp,1560.22,0.0
planner_validation,2022,half_ppr,12,3,point_in_time_planner,1560.22,0.0
planner_validation,2022,half_ppr,12,3,hindsight_marginal_oracle,2008.12,447.9
planner_validation,2022,half_ppr,12,4,legal_adp,1362.58,0.0
planner_validation,2022,half_ppr,12,4,point_in_time_planner,1547.44,184.86
planner_validation,2022,half_ppr,12,4,hindsight_marginal_oracle,2025.32,662.74
